ID,Medicine,Website,Source,Link,Review title or reviewer name,Review,Stars,People found the review helpful,Date,Reviewer characteristics,Helps overall with kidney stones,Helps overall with gallstones,Says that has suffered from condition for a long time (>1 year),Someone who makes large amounts of stones (>10 total),Asserts significant reduction in pain on net,Provides detailed background,Works as a prophylactic,Mentions breaking of stones,Mentions shrinking of the stones,Mentions softening of stones,Mentions stone gravel/dust/dissolved,"Stone came out soon after taking it (3 day window or ""a few days later"")",Deferences,Medical personel was surprised or skeptical,Significant (>50%) pain relief within 24 hours,Significant (>50%) pain relief within a week,Consumption method,Dose,Stone characteristics,Provides contact info,Admits it sounds non-credible/identifies as a skeptic,Stone passed with no or almost no pain,Provides objective measurements,Comments,Promotes specific brand,Speaks for someone else,Side effects mentioned,Super high quality,Incredible accounts,Unexpected Positives,Length Filtered,Length (words),Classification method
897,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Chase Perkins,I have been trying to pass a stone for about 4 days with just chugging water and a lot of bathroom trips. This tea helped me pass my stone within 2 days of drinking it. Once the stone was out it continued to break up into smaller pieces. 100% all the way around!!,5,10,2020-11-22,,1,,,,,,,1,,,,,,,,,tea,,,,,,,,,,,,,,,53,LLM
898,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,"I had paralizing pain on my right kidney in the cat scan showed a stone leaving the kidney the pain was unbearable ,my family brought me these teas, it was a magic tea for me within 39 min the pain had gone I kept drinking for 3 days it has not come back.",5,3,2020-11-03,,1,,,,1,,,,,,,,,,1,,tea,,,,,,,,,,,,,,,53,LLM
899,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Susan H,"I was having several stones passing with much pain and giving me a urinary infection from the stones. After drinking this twice a day, I saw amazing results in 3 days, with the stones all passing within a week. Highly recommend.",5,8,2020-11-01,,1,,,,1,,,,,,,1,,,,,tea,twice daily,several stones,,,,,,,,urinary infection,,,,,41,LLM
900,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Maria Elena,It’s great to remove Kidney stone,5,,2020-10-28,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,LLM
901,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Risktkr,"This is great for breaking up in a kidney stones you might have, it was recommended by a preventative medicine doctor from a local university",5,5,2020-10-20,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,25,LLM
902,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Laura S,This is a very tasty tea.. I have had kidney stones several times and this has helped. I usually drink it once a month for a few days.,5,4,2020-10-03,,1,,,,,,1,,,,,,,,,,tea,once monthly for few days,,,,,,,,,,,,,,28,LLM
903,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kindle Customer,"Went to the hospital for horrible pain that ended up being a kidney stone. A friend recommended that I order this tea so I have it delivered to me by the next day, for 3 days I was in extreme pain from the kidney stone, on a Wednesday I go to the urologist and he tells me that I have an infection and I’d need to get the kidney stone surgically removed the following Thursday. Because of this tea I passed the stone pain free the Monday before my surgery. 10/10 highly recommend.",5,32,2020-09-04,,1,,,,,,,,,,,,Better than: surgery,,,,tea,,,,,1,,,,,,1,,,,93,LLM
904,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sheila,"Just started using it. Will add a bit of honey or a lemon drop next cup. Trying to dissolve small kidney stones and possibly dissolve a bit off of a very large kidney stone that will be surgically removed the last day of this month, August 2020.",5,3,2020-08-18,,,,,,,,,,,,1,,,,,,tea with honey or lemon,,"small stones, large stone",,,,,,,,,,,,,47,LLM
905,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Meredith Raney,Has a bit of a funny taste but with honey it was tolerable. I have kidney stones and I started feeling the typical pain in my side yesterday and I drank a cup of this and I feel better,5,8,2020-08-04,,1,,,,1,,,,,,,,,,1,,tea with honey,,,,,,,,,,,,,,,39,LLM
906,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Sure, Not","Had some pretty intense gallbladder pain, not sure if it was stones or not, but ordered this tea.  It stopped the pain.  About 6 days into drinking it 3 times a day, I felt a very strange bubbling sensation going from the gallbladder area to my intestines.  The next day, I felt normal for the first day in months.  I'm convinced it cleared my gallbladder out.  I suffered for two months when this tea cured me in six days.",5,155,2020-07-04,,,1,,,1,,,,,,,,,,1,,tea,3 times daily,,,,,,,,,,1,,,,79,LLM
907,Chanca piedra,Amazon (Playwright),Hanan Chanca Piedra Tea,https://www.amazon.com/Chanca-Teabags-Breaker-Chancapiedra-Wild-Grown/product-reviews/B07KTPW9NB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,retmfj476,"I tried the pills and the tea.  It may take a while for some stones to pass, but I have had a stone pass within a few days. Great product for an amazing price!",5,4,2020-07-02,,1,,,,,,,,,,,1,,,,,"tea, pills",,,,,,,,,,,,,,,34,LLM
908,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Just a customer,"Have used in conjunction with a mostly plant based diet. Avoid animal proteins if you can for 3-6 months, use this every day and if you were experience kidney stones every month as I did, you will find freedom. Going on one year with no more kidney stones! It is a must have!",5,8,2023-04-17,,1,,1,1,,,1,,,,,,,,,,,daily,,,,,,,,,,,,,,53,LLM
909,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Miss Siren,I was absolutely floored and terrified when the doctor told me I had a 10 mm kidney stone. A year ago it was 5 mm. Then he told me that it had grown in size and that I would now need surgery. I absolutely did not wanna do surgery but the size of the stone was too big to pass so I thought I would give this product a try. I had only taken  One full bottle which I think lasted me A little over a month. I only took it one to two times a day if I could remember. I was also taking fulvic acid as a friend recommended that to me saying that that dissolved her kidney stone. Honestly I was so scared to take this because I thought if it broke it up in pieces then I would have several stones I would have to pass and I didn’t wanna go through that pain either so I was beyond scared but I thought I’ll do it anyway. Today I went to the hospital for a different reason but they did a kidney scan my 10 mm stone is now only 2 mm. I am blown away I can’t believe it I am so excited and happy . I am going to get another bottle and keep taking it. I’m not sure if it was a combination of both things I was taking or this alone. But literally I only took it for less than two months and that’s how small my stone Got I did not pass any stones or feel any pain. Incredible no surgery needed,5,61,2023-04-03,,1,,1,,,,,,1,,,,Better than: surgery,,,,,1-2 times daily,10mm to 2mm,,1,,,,,,,1,1,,,271,LLM
910,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,BS Abstracts,Bought for kidney stones.  I think it worked.  Only time will tell.  Sadly it didn’t prevent me from having to go to the dr though,4,5,2022-12-24,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,25,LLM
911,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Pam Craycroft,Used according to directions for 5 days and pain subsided and had a CT scan a few days later and my stone was gone. Thank you for making this product,5,3,2022-12-07,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,30,LLM
912,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Had a knee stone dissolved in six months,5,1,2022-09-21,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,8,LLM
933,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,desiree lockette,Pretty good,5,,2021-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LLM
936,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,music FAN,"If you get stones this is the cure took away all pain and doctor couldn’t believe they were demised, then gone. Since i started using I this regularly  No more stones  ! Its unbelievable and the best product i have ever used for this issue  Buy it",5,4,2020-10-07,,1,,,,1,,,,,,1,,,1,,,,regularly,,,,,,,,,,,,,,47,LLM
940,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Florida Golf Pro,"Been taking this product for several years, once a week for preventative maintenance.Have had several kidney stones and when I feel another coming on, I take a few drops for a couple of days.Much cheaper than a trip to the emergency ward.",5,,2020-09-19,,1,,1,,,,1,,,,,,,,,,drops,"weekly, few drops daily when needed",,,,,,,,,,,,,,42,LLM
941,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Vance,"I had 5 stones, one passing was 5mm. I am a paramedic and believed before this in traditional medicine. A 5mm stone can take 16-22 days to pass. I was given flomax and used norco as needed. I took this herb and passed it with very little pain. No blood. I hope it shrinks my 12mm and 9mm stone. I dont want the procedure the urologist recommends. Im amazed. I also used a tea and drank lemon water.",5,17,2020-09-09,,1,,,,1,,,,1,,,,,,,,"herb, tea",,"5mm, 12mm, 9mm",,1,1,,,,,,1,1,,,78,LLM
942,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SSFlint48,"3 or 4 years ago I discovered this product on line with it's many positive reviews.  I also found that I could buy it from the closest Natur-thyme grocery store in Dewitt, NY.  The first time I bought and used a small bottle of it was a month before I was scheduled for a KUB, sonogram and my next urologist appointment.  Mind you, I've had high blood pressure since 1980, and been under doctors' care with a urologist, plus a nephrologist ( 5 years).  I also had lithotripsy twice, which broke up the largest stones somewhat, but that's about all it did.  I've maintained a low oxalate diet, plus 64+ oz. of water with lemon juice, especially since retiring in in 2006.  Nothing was stopping the slow growth of kidney stones or the gradual rise of blood pressure.  Finally, after using this as directed for a month, the tests showed the stones were decreasing.  I never felt anything pass, although for the first time ever I had seen 'gravel' after urinating.  So I've continued taking it sporadically for 3 years.  Since January, Natur-Thyme has been back ordered on this product for several months.  I found it on-line, and am trying to stick to a 15 weeks regime.  I know it works, although I haven't told my urologist.",5,20,2020-09-05,,1,,1,,,,,,1,,1,,,,,,,,gravel,,,,,,,,,1,,,,217,LLM
943,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sissy53,Best stuff on the market. Daughter was in so much pain was rushed to ER and diagnosed with kidney stones.  They gave her IV and sent her home with ibuprofen and basically said suffer.a friend had take this for same reason so I purchased.  Taking this regularly and plenty of water daily the pain was eased within a few days and eventually gone- the stones had passed.  Bought a second one to keep on hand!!!,5,14,2020-08-30,,1,,,,1,,,,,,,,Better than: medication,,1,,,regularly,,,,,,,,1,,,,,,75,LLM
944,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Niki,I swear by this stuff! It keeps the stones away and  when I can feel one trying to pass I am mediately began taking this three times a day and I will pass a stone within days,5,3,2020-08-18,,1,,,1,,,1,,,,,1,,,,,,3 times daily,,,,,,,,,,,,,,37,LLM
945,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Judy,This is the first item I have found that helps the pain with kidney stones!  I will keep using it as long as it works. Trying to avoid any surgery and this stuff is great.,5,2,2020-08-14,,1,,,,1,,,,,,,,Better than: surgery,,,,,,,,,,,,,,,,,,,35,LLM
946,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Really Izzy,As luck would have it I began having kidney stone pain during the peak of the Corona Virus outbreak in NJ.So needless to say going to the hospital was not an option. When I shared with a co-worker that I was in the midst of passing another stone .. he told me about these Chanca Piedra drops.. Luckily Vitamin Shoppe had them in stock ( alot more expensive) and I began treating myself immediately. One droplet in a bottle of water every hour on the hour. 5 hours later I passed the larger of the stones around 5+ in size. Being that I have always gotten them what surprised me was how round and smooth it was compared to others.So I have remained on this stuff and passed another two plus several small ones. As someone has has even gotten surgery for kidney stones .. I can tell you THIS STUFF WORKS! I now but the 4 ounce bottle here cause it's super cheap! Thanks for this miracle cure .. and sorry for the pic of the stones but as they say seeing is believing !!,5,53,2020-07-23,,1,,,,,,,,,1,,,Better than: surgery,,1,,drops,1 droplet per hour,"5+mm, smooth and round",,,,,,,,,1,,,,186,LLM
947,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,juan pablo mucci,excellent product help me with kidney stones pain and stop vomit causing for the pain,5,,2020-07-18,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,vomiting,,,reduced vomiting,,15,LLM
948,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,JB,"The product must work.  Any time I get kidney pain and I take this, it disappears almost immediately.  Kidney stones run in the family so I'm cautious.  Also for what its worth, I don't understand the bad reviews, mostly over the taste.  If you don't like the little earthy slightly bitter flavor, then put it in some lemon water with a little honey or stevia.  Honestly the taste isn't that bad and I sort of like it with a little lemon water & stevia.  So what's your health worth to the crybabies?",5,5,2020-05-26,,1,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,92,LLM
949,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,MMC,"Best thing ever, doesn't taste the greatest but in the end, it doesn't matter. I felt a relief right away and on top of having stomach issues, I was also having the worse cold ever and it cleared up my cough and congestion in a matter of DAYS... as in within 2 days! I went back and read that Stone Breaker is also good for upper respiratory infections. I am a firm believer of this herb, nothing has ever worked as fast as this one. I passed the stones without any issues by the way. I drank 1 tbsp of organic apple cider vinegar with half a lemon in a 6 oz glass of water right Before I drank the full dropper in warm water. I read that apple cider vinegar softens up the stones and makes it easier to break them. Well I did that 3 times a day for 2 weeks and it worked! Buy it, you will not regret it!!!Am I still using it??? you bet I am! but only once a day as a liver detox :) And I recommend it to everyone I know!",5,34,2020-03-24,,1,,,,1,,,,,,,,,,,,drops,1 dropper in warm water 3 times daily,,,1,,,,Stone Breaker,,"cough, congestion",1,1,cold symptoms resolved,,189,LLM
950,Chanca piedra,Amazon (Playwright),Herb Pharm Chanca Piedra Liquid Extract 1Fl Oz,https://www.amazon.com/Herb-Pharm-Extract-Urinary-Support/product-reviews/B00PHVDUKE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Claude Morey,"I had a kidney stone and was it pain this product took the pain almost away, Will keep this on hand all the time.",5,1,2020-01-10,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,24,LLM
